state,lon,lat
Nebraska,-77.058179,38.968519
Nebraska,-77.059127,38.968006
Nebraska,-77.060075,38.967493
Nebraska,-77.074654,38.951076
Nebraska,-77.090487,38.933546
Nebraska,-77.082015,38.942475
Nebraska,-77.067556,38.959395
Nebraska,-77.066917,38.960145
Nebraska,-77.086254,38.937658
Nebraska,-77.086329,38.937408
Nebraska,-77.085471,38.938423
Nebraska,-77.08555,38.938152
Nebraska,-77.066614,38.9605
Nebraska,-77.086461,38.937251
Nebraska,-77.067857,38.959031
Nebraska,-77.077719,38.947494
Nebraska,-77.077368,38.947905
Nevada,-77.072999,38.970733
Nevada,-77.073466,38.97149
Nevada,-77.065169,38.958498
Nevada,-77.067556,38.959395
Nevada,-77.068351,38.960046
Nevada,-77.069012,38.960784
Nevada,-77.069515,38.961593
Nevada,-77.069851,38.962454
Nevada,-77.070019,38.963344
Nevada,-77.070142,38.96424
Nevada,-77.072873,38.96976
Nevada,-77.072885,38.970655
Nevada,-77.066037,38.958618
Nevada,-77.067025,38.959068
Nevada,-77.070233,38.964901
Nevada,-77.070471,38.965781
Nevada,-77.070943,38.9666
Nevada,-77.071612,38.967333
Nevada,-77.072325,38.968041
Nevada,-77.072803,38.968854
Nevada,-77.072873,38.969751
New Hampshire,-77.053218,38.899092
New Hampshire,-77.009858,38.955768
New Hampshire,-77.009052,38.956878
New Hampshire,-77.042816,38.91032
New Hampshire,-77.02688,38.932924
New Hampshire,-77.027469,38.932151
New Hampshire,-77.044859,38.908133
New Hampshire,-77.051835,38.900703
New Hampshire,-77.052544,38.899996
New Hampshire,-77.054851,38.89737
New Hampshire,-77.054201,38.898108
New Hampshire,-77.024296,38.936411
New Hampshire,-77.01886,38.943669
New Hampshire,-77.018281,38.944448
New Hampshire,-77.017701,38.945227
New Hampshire,-77.036504,38.917012
New Hampshire,-77.049711,38.902969
New Hampshire,-77.052957,38.899579
New Hampshire,-77.053898,38.898818
New Hampshire,-77.008448,38.957661
New Hampshire,-77.007871,38.958441
New Hampshire,-77.005898,38.961106
New Hampshire,-77.005317,38.961885
New Hampshire,-77.006335,38.960513
New Hampshire,-77.042854,38.910058
New Hampshire,-77.044015,38.909219
New Hampshire,-77.049126,38.903602
New Hampshire,-77.048993,38.903738
New Hampshire,-77.048814,38.903925
New Hampshire,-77.048132,38.904651
New Hampshire,-77.010289,38.955192
New Hampshire,-77.023267,38.93764
New Hampshire,-77.022694,38.938422
New Hampshire,-77.022116,38.939201
New Hampshire,-77.021536,38.93998
New Hampshire,-77.02095,38.940756
New Hampshire,-77.020371,38.941535
New Hampshire,-77.041657,38.911562
New Hampshire,-77.042337,38.910835
New Hampshire,-77.044065,38.908986
New Hampshire,-77.035088,38.918559
New Hampshire,-77.05411,38.898363
New Hampshire,-77.052836,38.899578
New Hampshire,-77.052157,38.900305
New Hampshire,-77.026768,38.932746
New Hampshire,-77.026306,38.93355
New Hampshire,-77.025723,38.934327
New Hampshire,-77.025144,38.935106
New Hampshire,-77.019892,38.942347
New Hampshire,-77.020473,38.941569
New Hampshire,-77.02105,38.940789
New Hampshire,-77.021633,38.940012
New Hampshire,-77.022213,38.939234
New Hampshire,-77.022792,38.938455
New Hampshire,-77.023364,38.937673
New Hampshire,-77.040505,38.912784
New Hampshire,-77.039826,38.913513
New Hampshire,-77.039143,38.914238
New Hampshire,-77.038461,38.914964
New Hampshire,-77.007003,38.959625
New Hampshire,-77.006418,38.960401
New Hampshire,-77.00391,38.963768
New Hampshire,-77.003335,38.964549
New Hampshire,-77.05115,38.901427
New Hampshire,-77.00294,38.965082
New Hampshire,-77.050732,38.901878
New Hampshire,-77.036503,38.917196
New Hampshire,-77.035732,38.917839
New Hampshire,-77.024632,38.935794
New Hampshire,-77.026769,38.933134
New Hampshire,-77.002861,38.96519
New Hampshire,-77.002687,38.965424
New Hampshire,-77.049625,38.903062
New Hampshire,-77.054425,38.89802
New Hampshire,-77.00766,38.958726
New Hampshire,-77.003089,38.964879
New Hampshire,-77.024398,38.936272
New Hampshire,-77.024979,38.935494
New Hampshire,-77.046641,38.906225
New Hampshire,-77.04733,38.905503
New Hampshire,-77.044745,38.908259
New Hampshire,-77.025109,38.935153
New Hampshire,-77.02339,38.937636
New Hampshire,-77.023964,38.936855
New Hampshire,-77.0093,38.956587
New Hampshire,-77.009843,38.955792
New Hampshire,-77.004024,38.963625
New Hampshire,-77.004106,38.963514
New Hampshire,-77.008553,38.957528
New Hampshire,-77.004712,38.962698
New Hampshire,-77.004133,38.963477
New Hampshire,-77.005223,38.962012
New Hampshire,-77.00729,38.959225
New Hampshire,-77.045075,38.907909
New Hampshire,-77.045759,38.907184
New Hampshire,-77.046434,38.906453
New Hampshire,-77.019801,38.942314
New Hampshire,-77.019718,38.942705
New Hampshire,-77.040785,38.912488
New Hampshire,-77.036813,38.916708
New Hampshire,-77.03698,38.916535
New Hampshire,-77.037666,38.91581
New Hampshire,-77.037725,38.915761
New Hampshire,-77.049298,38.903416
New Hampshire,-77.018835,38.943565
New Hampshire,-77.017302,38.945763
New Hampshire,-77.016722,38.946542
New Hampshire,-77.016143,38.947321
New Hampshire,-77.015563,38.9481
New Hampshire,-77.014984,38.948879
New Hampshire,-77.014404,38.949658
New Hampshire,-77.013825,38.950437
New Hampshire,-77.013245,38.951215
New Hampshire,-77.012665,38.951994
New Hampshire,-77.012086,38.952773
New Hampshire,-77.011506,38.953552
New Hampshire,-77.010927,38.954331
New Hampshire,-77.010348,38.95511
New Hampshire,-77.034654,38.919003
New Hampshire,-77.02526,38.935121
New Hampshire,-77.025835,38.93434
New Hampshire,-77.026418,38.933562
New Hampshire,-77.041298,38.911941
New Hampshire,-77.024279,38.936312
New Hampshire,-77.023686,38.937084
New Jersey,-77.016969,38.911515
New Jersey,-77.017283,38.912382
New Jersey,-77.017595,38.913249
New Jersey,-77.007256,38.885068
New Jersey,-77.006944,38.884201
New Jersey,-77.006633,38.883333
New Jersey,-77.006001,38.881623
New Jersey,-77.005604,38.880526
New Jersey,-77.005291,38.879659
New Jersey,-77.010346,38.893103
New Jersey,-77.010044,38.892234
New Jersey,-77.014808,38.905433
New Jersey,-77.013313,38.901337
New Jersey,-77.015441,38.907236
New Jersey,-77.015743,38.908105
New Jersey,-77.005157,38.879284
New Jersey,-77.004847,38.878417
New Jersey,-77.004488,38.877419
New Jersey,-77.01095,38.89479
New Jersey,-77.011266,38.895656
New Jersey,-77.011576,38.896523
New Jersey,-77.012316,38.898751
New Jersey,-77.00395,38.875905
New Jersey,-77.003733,38.875027
New Jersey,-77.006618,38.883294
New Jersey,-77.006597,38.883234
New Jersey,-77.006271,38.88237
New Jersey,-77.007604,38.88604
New Jersey,-77.007294,38.885173
New Jersey,-77.012973,38.900217
New Jersey,-77.012658,38.899351
New Jersey,-77.01197,38.897606
New Jersey,-77.008085,38.887368
New Jersey,-77.008351,38.887941
New Jersey,-77.007772,38.886501
New Jersey,-77.01372,38.902521
New Jersey,-77.014749,38.905302
New Jersey,-77.012512,38.89895
New Jersey,-77.017802,38.913825
New Jersey,-77.017927,38.914178
New Jersey,-77.018302,38.914737
New Jersey,-77.017765,38.913721
New Jersey,-77.014629,38.904975
New Jersey,-77.012458,38.898802
New Jersey,-77.004173,38.876542
New Jersey,-77.012235,38.898308
New Jersey,-77.011874,38.897343
New Jersey,-77.012365,38.898891
New Jersey,-77.008117,38.887609
New Jersey,-77.008222,38.887604
New Jersey,-77.017895,38.914092
New Jersey,-77.016154,38.909247
New Jersey,-77.015229,38.906672
New Jersey,-77.012859,38.900217
New Jersey,-77.013179,38.901082
New Jersey,-77.014908,38.905666
New Jersey,-77.008254,38.887958
New Jersey,-77.008433,38.888188
New Jersey,-77.013975,38.903208
New Jersey,-77.014295,38.904074
New Jersey,-77.015908,38.908571
New Jersey,-77.013133,38.900695
New Jersey,-77.014515,38.904675
New Jersey,-77.013563,38.902063
New Jersey,-77.013452,38.901743
New Jersey,-77.017696,38.913529
New Jersey,-77.017717,38.913587
New Jersey,-77.017669,38.913456
New Jersey,-77.017658,38.913421
New Jersey,-77.015094,38.906194
New Jersey,-77.015164,38.906463
New Jersey,-77.013864,38.902908
New Jersey,-77.012548,38.899407
New Jersey,-77.005748,38.880925
New Jersey,-77.010654,38.893962
New Jersey,-77.004105,38.876344
New Jersey,-77.004846,38.878415
New Jersey,-77.004566,38.877644
New Jersey,-77.004196,38.876615
New Jersey,-77.004089,38.876295
New Jersey,-77.015158,38.906423
New Jersey,-77.016136,38.909198
New Jersey,-77.016049,38.908956
New Jersey,-77.016293,38.909638
New Jersey,-77.016605,38.910505
New Jersey,-77.016832,38.911136
New Mexico,-77.081279,38.92608
New Mexico,-77.086476,38.934618
New Mexico,-77.087201,38.93547
New Mexico,-77.087367,38.935585
New Mexico,-77.083997,38.930284
New Mexico,-77.084468,38.931106
New Mexico,-77.084937,38.931929
New Mexico,-77.08541,38.93275
New Mexico,-77.087388,38.935597
New Mexico,-77.082617,38.927864
New Mexico,-77.083087,38.928687
New Mexico,-77.083557,38.929509
New Mexico,-77.085428,38.932782
New Mexico,-77.085896,38.933605
New Mexico,-77.081817,38.926476
New Mexico,-77.082292,38.927297
New Mexico,-77.086333,38.934373
New Mexico,-77.087038,38.93534
New York,-77.02401,38.902109
New York,-77.025069,38.901848
New York,-76.973275,38.917428
New York,-76.974425,38.917367
New York,-76.975578,38.917336
New York,-76.97673,38.917312
New York,-77.039467,38.896416
New York,-77.018436,38.904085
New York,-77.016163,38.9049
New York,-77.018931,38.903921
New York,-77.009194,38.907248
New York,-77.00892,38.90745
New York,-77.009509,38.907262
New York,-77.010565,38.906901
New York,-77.011617,38.906533
New York,-77.021915,38.902958
New York,-77.020838,38.903206
New York,-77.002096,38.909841
New York,-77.003148,38.909471
New York,-77.004199,38.909101
New York,-76.981529,38.916838
New York,-76.980433,38.917107
New York,-76.979281,38.917147
New York,-77.002123,38.909701
New York,-77.00107,38.910068
New York,-77.000309,38.910462
New York,-77.001362,38.910096
New York,-76.974301,38.917236
New York,-76.973149,38.917222
New York,-76.972482,38.917233
New York,-77.026471,38.901366
New York,-77.031948,38.899359
New York,-77.030893,38.899723
New York,-77.005128,38.908661
New York,-77.016772,38.904727
New York,-77.017823,38.904356
New York,-77.040094,38.896417
New York,-77.041178,38.89611
New York,-77.017859,38.904343
New York,-76.971592,38.917471
New York,-77.012163,38.906205
New York,-77.01111,38.906571
New York,-77.010055,38.906934
New York,-77.014749,38.905302
New York,-77.013695,38.905666
New York,-77.01736,38.904398
New York,-77.016303,38.904758
New York,-77.019903,38.903638
New York,-77.02096,38.903279
New York,-77.025868,38.901445
New York,-77.024816,38.901813
New York,-77.027032,38.901172
New York,-77.028088,38.90081
New York,-77.029142,38.900446
New York,-77.005917,38.908517
New York,-77.006961,38.908136
New York,-77.029623,38.900278
New York,-77.008921,38.907341
New York,-77.007866,38.907704
New York,-77.006812,38.908069
New York,-76.978548,38.91728
New York,-76.9797,38.917246
New York,-76.980844,38.917155
New York,-76.981914,38.916823
New York,-77.015224,38.905214
New York,-76.990225,38.913973
New York,-76.99246,38.913104
New York,-76.993514,38.912738
New York,-76.994567,38.912372
New York,-76.995621,38.912006
New York,-76.996672,38.911636
New York,-76.997724,38.911268
New York,-77.004987,38.908826
New York,-77.004602,38.908837
New York,-77.007996,38.90777
New York,-77.008879,38.907464
New York,-77.005908,38.908392
New York,-77.03195,38.899444
New York,-77.033002,38.899076
New York,-77.033627,38.898806
New York,-77.032563,38.899145
New York,-77.029622,38.900163
New York,-77.028561,38.900516
New York,-77.004497,38.908873
New York,-77.003444,38.90924
New York,-77.002391,38.909608
New York,-77.028104,38.90067
New York,-76.978193,38.917173
New York,-76.97854,38.917167
New York,-76.978105,38.91729
New York,-76.977452,38.917297
New York,-76.97902,38.917156
New York,-76.977267,38.917191
New York,-76.976115,38.917217
New York,-76.974962,38.91724
New York,-76.991715,38.913314
New York,-76.972426,38.917444
New York,-76.977208,38.917302
New York,-77.00477,38.908899
New York,-77.005414,38.908557
New York,-76.998383,38.911045
New York,-76.999444,38.910691
New York,-76.997875,38.911215
New York,-77.008337,38.907652
New York,-77.014479,38.905542
New York,-77.014808,38.905433
New York,-76.991169,38.913506
New York,-76.98524,38.915664
New York,-76.986294,38.915299
New York,-76.987349,38.914935
New York,-76.988404,38.914571
New York,-76.989462,38.914215
New York,-77.030286,38.90004
New York,-77.030183,38.899975
New York,-77.030325,38.899922
New York,-77.025982,38.901537
New York,-77.027033,38.901045
New York,-76.977779,38.91718
New York,-77.013387,38.905772
New York,-77.012337,38.906144
New York,-76.99098,38.91357
New York,-76.989925,38.913934
New York,-76.98887,38.914297
New York,-76.987814,38.914659
New York,-76.986759,38.915023
New York,-76.985704,38.915387
New York,-77.012164,38.906339
New York,-77.013215,38.905969
New York,-77.014273,38.905611
New York,-76.972627,38.91723
New York,-76.985185,38.915566
New York,-76.98413,38.915931
New York,-76.983072,38.916289
New York,-76.982022,38.916661
New York,-77.027604,38.900844
New York,-77.025983,38.901405
New York,-77.025866,38.901579
New York,-77.026125,38.901486
New York,-77.026119,38.901362
New York,-76.970671,38.917488
New York,-77.004666,38.908937
New York,-77.005056,38.908804
New York,-77.030413,38.899994
New York,-77.03146,38.899618
New York,-77.030052,38.900124
New York,-77.018188,38.904226
New York,-77.021349,38.903146
New York,-76.991064,38.913713
New York,-77.009586,38.907096
New York,-76.971358,38.917277
New York,-76.970206,38.917307
New York,-76.97223,38.917243
New York,-76.972651,38.917431
New York,-77.019904,38.903521
New York,-77.019612,38.90369
New York,-76.977777,38.917291
New York,-77.009191,38.907358
New York,-77.009462,38.907139
New York,-76.983017,38.916444
New York,-76.984069,38.916075
New York,-76.985121,38.915705
New York,-76.982624,38.916579
New York,-77.006415,38.908209
New York,-77.000471,38.910276
New York,-76.99981,38.910575
New York,-76.991257,38.913642
New York,-76.992301,38.913261
New York,-77.015271,38.905196
New York,-77.015862,38.904997
North Carolina,-77.005892,38.883233
North Carolina,-76.987926,38.890772
North Carolina,-77.002044,38.885082
North Carolina,-77.000994,38.885443
North Carolina,-77.005371,38.883677
North Carolina,-76.998455,38.886476
North Carolina,-76.997432,38.886891
North Carolina,-76.996407,38.887303
North Carolina,-76.985073,38.891955
North Carolina,-77.003994,38.88422
North Carolina,-77.00434,38.884079
North Carolina,-77.00352,38.884469
North Carolina,-76.985507,38.891768
North Carolina,-76.986512,38.891328
North Carolina,-76.987538,38.890918
North Carolina,-76.981582,38.89333
North Carolina,-76.985134,38.891876
North Carolina,-77.00057,38.885613
North Carolina,-76.99955,38.886032
North Carolina,-76.998527,38.886446
North Carolina,-76.983651,38.892462
North Carolina,-76.98263,38.89288
North Carolina,-76.995681,38.887602
North Carolina,-76.994659,38.888018
North Carolina,-76.993636,38.888434
North Carolina,-76.992613,38.888849
North Carolina,-76.99158,38.889244
North Carolina,-76.983653,38.892537
North Carolina,-76.98474,38.892023
North Carolina,-76.983716,38.892436
North Carolina,-76.984608,38.892144
North Carolina,-76.982256,38.893106
North Carolina,-76.983277,38.892688
North Carolina,-76.996196,38.887388
North Carolina,-76.982217,38.893047
North Carolina,-77.006361,38.883345
North Carolina,-77.006618,38.883294
North Carolina,-76.988302,38.890633
North Carolina,-77.005888,38.883482
North Dakota,-77.011361,38.962697
North Dakota,-77.012207,38.963309
North Dakota,-77.013054,38.96392
North Dakota,-77.013903,38.964531
North Dakota,-77.014754,38.965139
North Dakota,-77.015603,38.965748
North Dakota,-77.010803,38.962339
North Dakota,-77.010896,38.962377
Ohio,-77.050239,38.887042
Ohio,-77.032915,38.882884
Ohio,-77.049656,38.886385
Ohio,-77.051891,38.887878
Ohio,-77.047471,38.884709
Ohio,-77.04669,38.884046
Ohio,-77.045911,38.883383
Ohio,-77.045098,38.882744
Ohio,-77.044264,38.882122
Ohio,-77.043418,38.881511
Ohio,-77.042553,38.880916
Ohio,-77.041643,38.880368
Ohio,-77.033455,38.88418
Ohio,-77.032868,38.883416
Ohio,-77.032972,38.882908
Ohio,-77.033199,38.882597
Ohio,-77.052458,38.888659
Ohio,-77.052596,38.889539
Ohio,-77.052189,38.890379
Ohio,-77.053609,38.891769
Ohio,-77.052666,38.891263
Ohio,-77.054627,38.89215
Ohio,-77.052188,38.890382
Ohio,-77.033137,38.88257
Ohio,-77.033466,38.882188
Ohio,-77.033756,38.882051
Ohio,-77.040525,38.88032
Ohio,-77.040012,38.880039
Ohio,-77.05149,38.887509
Ohio,-77.050475,38.887093
Ohio,-77.05219,38.891011
Ohio,-77.050225,38.887255
Ohio,-77.051311,38.887535
Ohio,-77.03295,38.881308
Ohio,-77.052006,38.890752
Ohio,-77.025272,38.875011
Ohio,-77.024644,38.874279
Ohio,-77.024144,38.873467
Ohio,-77.023744,38.872623
Ohio,-77.023432,38.871756
Ohio,-77.023139,38.870885
Ohio,-77.022832,38.870016
Ohio,-77.02257,38.86914
Ohio,-77.022436,38.868245
Ohio,-77.022365,38.867346
Ohio,-77.022316,38.866446
Ohio,-77.022292,38.865546
Ohio,-77.022282,38.864645
Ohio,-77.02228,38.863744
Ohio,-77.022259,38.862844
Ohio,-77.02221,38.861944
Ohio,-77.022149,38.861044
Ohio,-77.022091,38.860145
Ohio,-77.022058,38.859244
Ohio,-77.022308,38.858413
Ohio,-77.023248,38.858661
Ohio,-77.023699,38.85949
Ohio,-77.024162,38.860315
Ohio,-77.024594,38.86115
Ohio,-77.025027,38.861984
Ohio,-77.025472,38.862815
Ohio,-77.025917,38.863646
Ohio,-77.026362,38.864477
Ohio,-77.02681,38.865307
Ohio,-77.027267,38.866134
Ohio,-77.027736,38.866957
Ohio,-77.028214,38.867776
Ohio,-77.028689,38.868597
Ohio,-77.029179,38.869412
Ohio,-77.02968,38.870224
Ohio,-77.03023,38.871015
Ohio,-77.030808,38.871794
Ohio,-77.031435,38.87255
Ohio,-77.032091,38.87329
Ohio,-77.032773,38.874016
Ohio,-77.033491,38.874721
Ohio,-77.026243,38.876185
Ohio,-77.027,38.876863
Ohio,-77.027793,38.877517
Ohio,-77.028602,38.878158
Ohio,-77.029441,38.878775
Ohio,-77.030289,38.879386
Ohio,-77.031136,38.879997
Ohio,-77.031982,38.880608
Ohio,-77.032829,38.881219
Ohio,-77.04124,38.880341
Ohio,-77.033964,38.87519
Ohio,-77.034735,38.87586
Ohio,-77.035518,38.87652
Ohio,-77.036349,38.877144
Ohio,-77.037213,38.87774
Ohio,-77.038105,38.87831
Ohio,-77.03904,38.878837
Ohio,-77.033514,38.881728
Ohio,-77.03289,38.883822
Ohio,-77.033776,38.881746
Ohio,-77.032967,38.881109
Ohio,-77.032125,38.880494
Ohio,-77.031283,38.879879
Ohio,-77.030442,38.879264
Ohio,-77.0296,38.878648
Ohio,-77.028756,38.878035
Ohio,-77.027934,38.877404
Ohio,-77.027148,38.876745
Ohio,-77.032801,38.883083
Ohio,-77.050108,38.887025
Ohio,-77.049963,38.88668
Ohio,-77.052447,38.891288
Ohio,-77.053469,38.8917
Ohio,-77.050393,38.886615
Ohio,-77.0258,38.875438
Ohio,-77.02641,38.876073
Ohio,-77.052059,38.890568
Ohio,-77.052117,38.890635
Ohio,-77.05021,38.8865
Ohio,-77.025475,38.875054
Ohio,-77.03932,38.878993
Ohio,-77.039859,38.879713
Ohio,-77.025835,38.875769
Oklahoma,-76.975053,38.893928
Oklahoma,-76.974463,38.894691
Oklahoma,-76.973474,38.895137
Oklahoma,-76.972384,38.89543
Oklahoma,-76.971318,38.895766
Oklahoma,-76.97056,38.896434
Oklahoma,-76.969904,38.897175
Oklahoma,-76.969505,38.897632
Oregon,-77.052682,38.961559
Oregon,-77.052781,38.975558
Oregon,-77.053358,38.975708
Oregon,-77.054471,38.975768
Oregon,-77.053695,38.976047
Oregon,-77.053556,38.970597
Oregon,-77.054361,38.985313
Oregon,-77.053473,38.984749
Oregon,-77.052908,38.983969
Oregon,-77.052672,38.983089
Oregon,-77.052516,38.982197
Oregon,-77.052359,38.981304
Oregon,-77.0522,38.980412
Oregon,-77.05264,38.976466
Oregon,-77.052779,38.975572
Oregon,-77.052918,38.974664
Oregon,-77.05306,38.97377
Oregon,-77.053211,38.972877
Oregon,-77.053319,38.972164
Oregon,-77.053219,38.972831
Oregon,-77.053456,38.971269
Oregon,-77.052707,38.961668
Oregon,-77.0529,38.962556
Oregon,-77.053101,38.963442
Oregon,-77.053657,38.964229
Oregon,-77.054243,38.965005
Oregon,-77.054422,38.965869
Oregon,-77.05425,38.96676
Oregon,-77.054019,38.967641
Oregon,-77.053888,38.968536
Oregon,-77.053742,38.969429
Oregon,-77.053595,38.970322
Oregon,-77.052157,38.979649
Oregon,-77.052266,38.978753
Oregon,-77.052416,38.97786
Oregon,-77.052565,38.976967
Oregon,-77.052625,38.976577
Pennsylvania,-77.053303,38.903657
Pennsylvania,-77.015217,38.891377
Pennsylvania,-77.014123,38.891095
Pennsylvania,-77.013037,38.890793
Pennsylvania,-76.964339,38.87091
Pennsylvania,-77.056541,38.904768
Pennsylvania,-77.040164,38.899062
Pennsylvania,-77.041217,38.899428
Pennsylvania,-77.029614,38.896136
Pennsylvania,-77.030767,38.896126
Pennsylvania,-77.031919,38.896132
Pennsylvania,-77.031954,38.896134
Pennsylvania,-77.051415,38.90299
Pennsylvania,-77.050488,38.902989
Pennsylvania,-77.048822,38.90209
Pennsylvania,-77.049725,38.902094
Pennsylvania,-77.016375,38.89188
Pennsylvania,-76.976092,38.875964
Pennsylvania,-76.97706,38.876452
Pennsylvania,-76.978029,38.876941
Pennsylvania,-76.979006,38.877418
Pennsylvania,-76.980144,38.877877
Pennsylvania,-76.980394,38.87831
Pennsylvania,-76.974512,38.875121
Pennsylvania,-76.968969,38.872781
Pennsylvania,-77.030736,38.895595
Pennsylvania,-77.058119,38.905241
Pennsylvania,-77.057402,38.905107
Pennsylvania,-77.030209,38.895465
Pennsylvania,-76.979676,38.877637
Pennsylvania,-76.978701,38.877157
Pennsylvania,-76.977732,38.87667
Pennsylvania,-76.976764,38.876181
Pennsylvania,-76.979213,38.877519
Pennsylvania,-76.96269,38.870228
Pennsylvania,-76.961666,38.869814
Pennsylvania,-77.055648,38.904461
Pennsylvania,-77.025985,38.894533
Pennsylvania,-77.042625,38.89992
Pennsylvania,-77.057401,38.905006
Pennsylvania,-77.049273,38.90216
Pennsylvania,-77.050988,38.902916
Pennsylvania,-76.994971,38.88408
Pennsylvania,-76.993948,38.883665
Pennsylvania,-76.992928,38.883246
Pennsylvania,-76.991905,38.88283
Pennsylvania,-76.990884,38.882414
Pennsylvania,-76.989862,38.881997
Pennsylvania,-76.988838,38.881583
Pennsylvania,-76.981576,38.878835
Pennsylvania,-77.002982,38.887345
Pennsylvania,-77.00196,38.886929
Pennsylvania,-77.000938,38.886512
Pennsylvania,-76.998456,38.885725
Pennsylvania,-76.999477,38.886143
Pennsylvania,-77.0005,38.886559
Pennsylvania,-76.981682,38.878658
Pennsylvania,-76.980819,38.878073
Pennsylvania,-77.028125,38.894953
Pennsylvania,-77.021918,38.893236
Pennsylvania,-77.023981,38.893972
Pennsylvania,-77.025067,38.894274
Pennsylvania,-77.018547,38.892287
Pennsylvania,-76.983665,38.879468
Pennsylvania,-76.982642,38.879052
Pennsylvania,-76.970752,38.873412
Pennsylvania,-76.971342,38.873899
Pennsylvania,-76.988316,38.881592
Pennsylvania,-76.98934,38.882007
Pennsylvania,-76.990361,38.882424
Pennsylvania,-76.991384,38.882839
Pennsylvania,-76.992405,38.883256
Pennsylvania,-76.993427,38.883673
Pennsylvania,-76.994448,38.884091
Pennsylvania,-76.971472,38.873748
Pennsylvania,-77.012433,38.890789
Pennsylvania,-77.013528,38.891068
Pennsylvania,-77.014614,38.891369
Pennsylvania,-77.017516,38.892003
Pennsylvania,-77.017437,38.892164
Pennsylvania,-77.018525,38.89246
Pennsylvania,-77.016486,38.891728
Pennsylvania,-77.018527,38.892461
Pennsylvania,-77.019613,38.892761
Pennsylvania,-77.019912,38.892676
Pennsylvania,-77.018826,38.892373
Pennsylvania,-77.024494,38.893951
Pennsylvania,-77.021918,38.8934
Pennsylvania,-77.023004,38.893701
Pennsylvania,-77.022467,38.893386
Pennsylvania,-77.025937,38.894342
Pennsylvania,-77.028885,38.895321
Pennsylvania,-77.028651,38.895097
Pennsylvania,-77.033622,38.895454
Pennsylvania,-77.03247,38.895464
Pennsylvania,-77.035234,38.898751
Pennsylvania,-77.036387,38.898752
Pennsylvania,-77.03754,38.898752
Pennsylvania,-77.049246,38.902361
Pennsylvania,-77.046651,38.901327
Pennsylvania,-77.047704,38.901694
Pennsylvania,-77.048753,38.902066
Pennsylvania,-76.953559,38.866558
Pennsylvania,-76.954581,38.866976
Pennsylvania,-76.955601,38.867394
Pennsylvania,-76.963493,38.870571
Pennsylvania,-76.967771,38.872308
Pennsylvania,-76.968211,38.872485
Pennsylvania,-76.968559,38.872616
Pennsylvania,-76.963089,38.870399
Pennsylvania,-76.967131,38.87204
Pennsylvania,-76.969258,38.872867
Pennsylvania,-76.970532,38.873522
Pennsylvania,-76.964772,38.871087
Pennsylvania,-76.965224,38.87127
Pennsylvania,-76.969637,38.873125
Pennsylvania,-76.966613,38.871836
Pennsylvania,-76.96616,38.87165
Pennsylvania,-76.949596,38.864889
Pennsylvania,-76.948576,38.864471
Pennsylvania,-76.981206,38.878683
Pennsylvania,-76.984967,38.880231
Pennsylvania,-76.986049,38.88044
Pennsylvania,-76.980011,38.877919
Pennsylvania,-77.025817,38.894481
Pennsylvania,-77.027072,38.89466
Pennsylvania,-77.029645,38.895378
Pennsylvania,-77.031463,38.895583
Pennsylvania,-77.026891,38.89461
Pennsylvania,-77.028115,38.895115
Pennsylvania,-77.031951,38.895576
Pennsylvania,-77.030708,38.895452
Pennsylvania,-77.027052,38.894823
Pennsylvania,-77.030136,38.895597
Pennsylvania,-77.033022,38.895566
Pennsylvania,-77.031214,38.895455
Pennsylvania,-77.029623,38.895519
Pennsylvania,-77.018707,38.892338
Pennsylvania,-77.022965,38.893525
Pennsylvania,-77.023593,38.893698
Pennsylvania,-77.025453,38.894381
Pennsylvania,-77.023995,38.893811
Pennsylvania,-77.021356,38.893244
Pennsylvania,-77.023424,38.893818
Pennsylvania,-77.020931,38.892959
Pennsylvania,-77.025003,38.894091
Pennsylvania,-77.016107,38.891622
Pennsylvania,-77.027567,38.894965
Pennsylvania,-77.026507,38.894673
Pennsylvania,-77.029989,38.895589
Pennsylvania,-76.980769,38.878544
Pennsylvania,-76.985675,38.88029
Pennsylvania,-77.026023,38.894366
Pennsylvania,-76.971155,38.8736
Pennsylvania,-77.050983,38.902717
Pennsylvania,-77.029671,38.895531
Pennsylvania,-77.054463,38.904045
Pennsylvania,-77.028302,38.894998
Pennsylvania,-77.044129,38.900443
Pennsylvania,-77.042256,38.899793
Pennsylvania,-77.032772,38.896344
Pennsylvania,-77.03195,38.89546
Pennsylvania,-76.973204,38.874525
Pennsylvania,-76.972209,38.874071
Pennsylvania,-76.976253,38.875922
Pennsylvania,-76.975263,38.875461
Pennsylvania,-76.969377,38.872915
Pennsylvania,-76.968675,38.872663
Pennsylvania,-76.968082,38.872433
Pennsylvania,-76.967008,38.871991
Pennsylvania,-76.9663,38.871708
Pennsylvania,-76.965098,38.871219
Pennsylvania,-76.964446,38.870954
Pennsylvania,-76.963408,38.870535
Pennsylvania,-76.962807,38.870278
Pennsylvania,-76.958516,38.868567
Pennsylvania,-76.958176,38.868429
Pennsylvania,-76.95747,38.868155
Pennsylvania,-76.957188,38.868036
Pennsylvania,-76.958796,38.868706
Pennsylvania,-76.959818,38.869121
Pennsylvania,-76.9522,38.865971
Pennsylvania,-76.953286,38.866447
Pennsylvania,-76.95188,38.865836
Pennsylvania,-76.9517,38.865762
Pennsylvania,-76.950966,38.865448
